"","S1","S2","S3","S4","S5","S6","S7","S8","S9","S10","S11","S12","S13","S1S","S2S","S3S","S4S","S5S","S6S","S7S","S8S","S9S","S10S","S11S","S12S","S13S","close"
"1",0,0,6.0017323987482,0,7.72123429258144,0,0,0,0,29.3077153905523,21.3933794865068,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0
"2",0,0,4.24328570253622,13.2961167681232,4.84226078651397,0,0,0,0,0,15.2221651733183,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0
"3",0,0,7.03899285903376,7.29936107744435,6.61884685456857,0,0,0,0,0,8.84143222634016,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0
"4",0,0,0,3.20307916458756,4.49325574238764,0,0,0,0,0,15.3017239741779,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
"5",0,0,0,3.4791883882241,3.38282170436625,0,0,0,0,0,8.25556301239785,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
"6",0,0,0,0.756211002075274,5.77444422292758,0,0,0,0,0,9.55429107250617,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
"7",0,0,0,1.7725586389734,8.99974617788148,0,0,0,0,0,12.7214790285585,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
"8",0,0,0,2.14485017421755,6.37073525578803,0,0,0,0,0,3.6396428070122,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
"9",0,0,0,0.931200664542483,4.09914851892105,0,0,0,0,0,10.688693254623,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
"10",0,0,0,3.65457312557481,2.47116432034361,0,0,0,0,0,10.0255052939508,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
"11",0,0,0,1.2853669188696,5.87370866429009,0,0,0,0,0,7.11004188616898,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
"12",0,0,0,-0.433482884809535,1.4081021808957,0,0,0,0,0,10.1964255996608,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
"13",0,0.761297868559179,0,-1.39539730453157,6.72625400192696,0,0,0,0,0,7.18129016859847,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0
"14",0,0.492291269123791,0,0,5.15013596089254,0,0,0,0,0,4.19483614351509,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
"15",0,0.985052307303861,0,0,4.71100067474129,0,0,0,0,0,8.91742656370845,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
"16",-1.11895395653491,0,0,0,0.864943190545943,0,0,0,0,0,6.22084904005315,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
"17",0.982682160515389,0,0,0,2.39946366156406,0,0,0,0,0,5.87604459290495,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
"18",0.86734135126708,0,0,0,4.9824691818235,0,0,0,0,0,5.79031687596554,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
"19",1.33539651495817,0,0,0,9.26356450582398,0,4.42164593809761,0,0,0,6.03729985275154,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0
"20",2.21383539240404,0,0,0,8.73662240663653,0,6.41499164247197,0,0,0,2.87022569302871,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0
"21",1.81006188466336,0,0,0,0,0,1.94556114700426,0,0,5.2326171887806,8.16091269595011,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0
"22",3.08971686938404,0,0,0,0,0,4.90791094299484,0,0,14.4258905590336,6.68744724696925,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0
"23",4.44428920141597,0,0,0,0,0,2.47271603113191,0,0,4.42136880334476,9.93895668811745,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0
"24",2.424497668295,0,0,0,0,0,7.07287338872615,0,0.202572962775194,5.46728023804518,3.49395403255225,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0
"25",5.60881492160326,0,0,0,0,0,4.65480690381634,0,0.334085596513012,10.5231781969461,7.30934284552538,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0
"26",4.33924946311492,0,0,0,0,0,2.88351360140633,0,0,5.27067932563785,7.90780602020935,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0
"27",4.11048588940986,0,0,0,0,0,2.96602988058382,0,0,5.533746974023,1.99168658793539,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0
"28",6.24972611354886,0,0,0,0,0,0.524944422712569,0,0,0,1.91688368919407,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
"29",3.31221355257354,0,0,0,0,0,1.72344828577058,0,0,0,2.692322207447,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
"30",9.82877226134714,0,0,0,0,0,4.07092032595479,0,0,0,2.70917258542827,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
"31",4.21256143931541,0,0,0,0,0,2.09640111726456,0,0,0,0.583581157435497,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
"32",7.51084970210283,27.1844859120349,0,0,0,7.34644376763264,3.09917070732982,0,0,0,0.142179756896139,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0
"33",3.81640973250023,12.5702537745599,0,0,0,-0.386493868065298,5.94998409366517,0,0,0,4.3945859170218,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0
"34",6.89438370243083,5.45567550608057,0,0,0,3.6612679200619,0,0,0,0,3.07728462443841,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0
"35",20.9427984059962,9.86869035568365,0,0,0,3.38518909596074,0,0,0,0,3.3359115888074,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0
